id,name,schema_definition,created_at,is_active,is_tax_deductible,matching_description,doc_group,display_name_he,ui_category,semantic_signals,group_name
182,Camp Registration,"{""extraction_schema"": {""full_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Full legal name""}, ""issue_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Issue date""}, ""expiry_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Expiration date""}, ""document_number"": {""required"": true, ""data_type"": ""string"", ""description"": ""Official document number""}}}",2026-03-06 21:29:17.059493+00,true,false,Camp/activities registration for child.,Events,רישום למחנה,Trips & Tickets,"{""keywords_en"": [""camp registration""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Gov.il"", ""Ministry of Interior"", ""Israel Tax Authority"", ""Bituach Leumi"", ""Ministry of Transport"", ""Municipality of Tel Aviv-Yafo"", ""Jerusalem Municipality"", ""IRS"", ""DMV"", ""SSA"", ""USCIS"", ""State Department"", ""USPS""]}",
183,Hotel Invoice,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""due_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Payment due date""}, ""bill_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Billing / issue date""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total amount due""}, ""customer_name"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""billing_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Billing period / service period""}, ""customer_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Customer/account number""}}}",2026-03-06 21:29:17.283766+00,true,false,Final hotel folio / invoice after stay.,Travel,חשבונית מלון,Trips & Tickets,"{""keywords_en"": [""hotel invoice""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
184,Airline Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:17.508625+00,true,false,"Receipt for airfare payment, baggage, or seat charges.",Travel,קבלה של חברת התעופה,Trips & Tickets,"{""keywords_en"": [""airline receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
185,Baggage Fee Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:17.73205+00,true,false,Receipt for checked bags or extra luggage fee.,Travel,קבלה על דמי כבודה,Trips & Tickets,"{""keywords_en"": [""baggage fee receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
186,Travel Expense Receipt,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""total_amount"": {""required"": true, ""data_type"": ""currency_amount"", ""description"": ""Total paid amount""}, ""merchant_name"": {""required"": true, ""data_type"": ""string"", ""description"": ""Merchant / seller name""}, ""payment_method"": {""required"": false, ""data_type"": ""string"", ""description"": ""Payment method""}, ""transaction_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Transaction date""}, ""transaction_reference"": {""required"": false, ""data_type"": ""string"", ""description"": ""Receipt / order / transaction reference""}}}",2026-03-06 21:29:17.960783+00,true,false,"General trip-related receipt such as taxi, meals, or transit.",Travel,קבלה על הוצאות נסיעה,Trips & Tickets,"{""keywords_en"": [""travel expense receipt""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Amazon"", ""Apple"", ""Google"", ""Microsoft"", ""Adobe"", ""Dropbox"", ""Anthropic"", ""OpenAI"", ""Meta"", ""PayPal"", ""Uber"", ""Wolt"", ""eBay"", ""AliExpress""]}",
187,Transit Card Statement,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:18.187725+00,true,false,Usage statement for transit / travel smart card.,Bills,דוח כרטיסי תחבורה ציבורית,Trips & Tickets,"{""keywords_en"": [""transit card statement""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
188,Immigration Approval Letter,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:18.413179+00,true,false,Letter approving visa/status/entry application.,Government ID,מכתב אישור הגירה,Identity,"{""keywords_en"": [""immigration approval letter""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
189,Background Check Report,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:18.639085+00,true,false,Employment or tenant background screening report.,Employment,דוח בדיקת רקע,Identity,"{""keywords_en"": [""background check report""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
190,Employment Verification Letter,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:18.866856+00,true,false,"Letter confirming employer, title, and salary/employment status.",Employment,מכתב אימות תעסוקה,Money,"{""keywords_en"": [""employment verification letter""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
191,Offer Letter,"{""extraction_schema"": {""amount"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Contract value / monthly amount""}, ""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""end_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""End / renewal date""}, ""party_one"": {""required"": false, ""data_type"": ""string"", ""description"": ""Primary party""}, ""party_two"": {""required"": false, ""data_type"": ""string"", ""description"": ""Counterparty""}, ""effective_date"": {""required"": false, ""data_type"": ""date"", ""description"": ""Effective date""}, ""contract_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Contract / agreement reference""}}}",2026-03-06 21:29:19.089954+00,true,false,"Job offer letter with role, compensation, and start date.",Employment,מכתב הצעה,Money,"{""keywords_en"": [""offer letter""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""DocuSign"", ""Adobe Sign""]}",
192,Timesheet,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:19.313684+00,true,false,Record of hours worked for payroll or billing.,Employment,גיליון שעות,Money,"{""keywords_en"": [""timesheet""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": []}",
193,Expense Report,"{""extraction_schema"": {""currency"": {""required"": false, ""data_type"": ""currency_code"", ""description"": ""Currency code""}, ""issue_date"": {""required"": true, ""data_type"": ""date"", ""description"": ""Statement date""}, ""account_holder"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account holder / customer name""}, ""account_number"": {""required"": false, ""data_type"": ""string"", ""description"": ""Account / policy / card number""}, ""ending_balance"": {""required"": false, ""data_type"": ""currency_amount"", ""description"": ""Ending balance / amount""}, ""statement_period"": {""required"": false, ""data_type"": ""string"", ""description"": ""Statement period""}}}",2026-03-06 21:29:19.54204+00,true,false,Compiled report of business expenses with receipts.,Receipts,דוח הוצאות,Bills & Receipts,"{""keywords_en"": [""expense report""], ""keywords_he"": [], ""layout_hints"": [], ""ocr_patterns"": [], ""vendor_examples"": [""Bank Hapoalim"", ""Bank Leumi"", ""Israel Discount Bank"", ""Mizrahi-Tefahot"", ""First International Bank of Israel"", ""Bank of Jerusalem"", ""One Zero"", ""Chase"", ""Bank of America"", ""Wells Fargo"", ""Citibank"", ""Capital One"", ""PNC"", ""U.S. Bank""]}",
